title,ministry,schemeCategory,description,beneficiaryState,npiMinistry,slug,tags,__typename
Disability Aids and Appliances - Telangana,,['Social welfare & Empowerment'],"The ""Disability Aids and Appliances"" scheme was launched by the Telangana Building & Other Construction Workers Welfare Board, LET&F (Labour) Dept. Telangana to provide artificial limbs, wheelchairs, tricycles, & other fabricated appliances to registered construction workers who have lost their limb",,[],daaa,"['Differently Abled Person', 'Appliances', 'Tricycle', 'Artificial Limbs', 'Construction Worker']",Search
Hospitalisation Relief Scheme,,"['Social welfare & Empowerment', 'Health & Wellness']","This scheme was launched by the Telangana Building & Other Construction Workers Welfare Board, LET&F (Labour) Department Telangana financial assistance is provided to construction workers who suffer temporary disabilities due to accidents or diseases & hospitalized for five or more days.",,[],hrs,"['Financial Assistance', 'Accident', 'Disability', 'Disease', 'Construction Worker']",Search
Relief to the Unregistered Workers,,['Social welfare & Empowerment'],"The ""Relief to the Unregistered Workers"" scheme was launched by the Telangana Building & Other Construction Workers Welfare Board, LET&F Dept. Telangana aimed to provide financial assistance to the dependents of unregistered building & construction workers who die in accidents at construction sites.",,[],rttuw,"['Financial Assistance', 'Disabilitiy', 'Disease', 'Unregistered Worker']",Search
Nirman Shramik Pension Yojana (NSPY) (O.B.O.C.W.W.B),,['Social welfare & Empowerment'],"The “Nirman Shramik Pension Yojana (NSPY)” scheme by the BOCW Welfare Board, Labour Department, Odisha, is a social welfare scheme that provides pension to the eligible registered beneficiary or their dependents in certain circumstances.

",,[],nspybocwwb,"['Labour', 'Building Worker', 'Construction Worker', 'Pension', 'Nirman Shramik', 'Widow']",Search
Disability Relief Allowance Scheme,,['Social welfare & Empowerment'],"The Disability Relief Allowance Scheme under the Department of Social Justice, Government of Himachal Pradesh provides financial assistance to individuals with disabilities to help them manage their living costs and improve their quality of life. ",,[],sara,"['Financial Assistance', 'Monthly Pension', 'Disability Relief Allowances']",Search
Hinglaj Devi Temple and Nankana Sahib Yatra in Pakistan- Madhya Pradesh,,['Travel & Tourism'],"The scheme aims to provide financial assistance to the pilgrims of the state going on pilgrimage to Hinglaj Devi Temple & Nankana Sahib located in Pakistan. Under this scheme, the State Government will reimburse 50% of the total expenses incurred during the pilgrimage, up to a maximum of ₹30,000/-.",,[],hdtnsypmp,"['Hinglaj Devi Temple', 'Nankana Sahib', 'Pilgrim', 'Financial Assistance']",Search
Pension Benefit (TBOCWW),,['Social welfare & Empowerment'],"The ""Pension Benefit"" scheme was launched by the Tripura Building and Other Construction Workers Welfare Board, Labour Department Tripura. The scheme aims to provide financial assistance to the registered beneficiary who has retired due to old age attaining 60 years.",,[],pb-tbocww,"['Financial Assistance', 'Pension', 'Senior Citizen', 'Social Welfare']",Search
Ex-gratia Scheme: Disability Compensation (P.B.O.C.W.W.B),,['Social welfare & Empowerment'],"The ""Ex-gratia Scheme: Disability Compensation'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme that provides financial assistance to the registered worker in the event of complete or partial disability.",,[],egsdcppbocwwb,"['Labour', 'Building Worker', 'Construction Worker', 'Disability', 'Compensation']",Search
"Scholarship For Cadets Of Rashtriya Indian Military College (RIMC), Dehradun",,"['Education & Learning', 'Social welfare & Empowerment']","The objective of the Scheme is to provide financial assistance to Mizo students permanently residing in the States of studying at RIMC, Dehradun, to enable them to qualify and joint National Defence Academy and further to the Armed Forces. The scheme is 100% funding from the State Plan Fund",,[],scrimc,"['Cadets', 'Student', 'Military', 'Defence', 'Scholarship']",Search
Financial Assistance for Education of Children of Registered Construction Worker,,"['Education & Learning', 'Women and Child']","The ""Financial Assistance for Education of Children of Registered Construction Worker"" scheme for education benefit is to give financial assistance for the education of children of registered construction workers having continuous registration for a period of six months under TBOCWWB. ",,[],faecrcw,"['Financial Assistance', 'Construction Worker', 'Student', 'Pre-Matric', 'Post-Matric']",Search
Skill Development Training - 15 Days Recognition of Prior Learning (RPL) Training Programme at Work Site ,,"['Social welfare & Empowerment', 'Skills & Employment']","The Telangana Building & Other Construction Workers Welfare Board offers offers a 15-day Recognition of Prior Learning training programme for registered construction workers. The programme aims to enhance the employability of workers, ensuring they meet industry standards for future opportunities. ",,[],sdt-15drpltpws,"['Financial Assistance', 'Construction Worker', 'Skill Development', 'Programme']",Search
Potency Development Plan,,['Social welfare & Empowerment'],"The objective of this scheme is to increase the mobility of all eligible PwDs of the state by providing them artificial limbs/assistive devices. The scheme provides artificial limbs/assistive devices worth up to ₹6,900/- to PwDs of 40% or more, provided they meet the other eligibility criteria.",,[],pdp,"['Samarthy', 'PwD', 'Artificial Limbs', 'Assistive Devices', 'Disability', 'BPL']",Search
Indira Gandhi National Old Age Pension Scheme- Chhattisgarh,,['Social welfare & Empowerment'],"Under this scheme, financial assistance is provided to elderly people aged 60 years and above living Below the Poverty Line (BPL) to support them in living a respectful life.",,[],ignoapsch,"['Indira Gandhi', 'Old Age', 'Pension', 'Senior Citizen', 'BPL']",Search
Mata Shabri Mahila Sashktikaran Yojana,,"['Social welfare & Empowerment', 'Women and Child']","The ""Mata Shabri Mahila Sashktikaran Yojana"" scheme aims to provide subsidies to purchase LPG gas connections and stoves, thereby reducing their dependence on firewood for cooking & improving the quality of life of women from scheduled caste families living below the poverty line (BPL). ",,[],msmsy,"['LPG Connection', 'Women', 'Subsidy', 'BPL']",Search
Tool Kit Scheme (P.B.O.C.W.W.B),,['Business & Entrepreneurship'],"The ""Tool Kit Scheme'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme that provides reimbursement for purchasing tools to registered construction workers who have obtained training under the Skill Upgradation or RPL Scheme of the Board.
",,[],tkspbocwwb,"['Labour', 'Building Worker', 'Construction Worker', 'Tool Kit']",Search
Jharkhand Mukhyamantri Maiya Samman Yojana,,"['Women and Child', 'Social welfare & Empowerment']","The ""Jharkhand Mukhyamantri Maiya Samman Yojana"" provides financial assistance to women beneficiaries. This initiative aims to enhance the financial security and well-being of women across the state.",,[],jmmsy,"['Financial Assistance', 'Women', 'Rural', 'Urban']",Search
Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM-DAKSH),Ministry Of Social Justice and Empowerment,['Skills & Employment'],"The scheme ""PM-DAKSH"", launched by the Ministry of Social Justice & Empowerment (MoSJ&E), aims to empower socially, educationally, and economically marginalized groups like SCs, OBCs, EWS, DNTs, Safai Mitras, and Waste Pickers by enhancing their skills through high-quality training.",,[],pm-daksh,"['Skill', 'Training', 'Employment', 'Stipend', 'Scheduled Caste', 'Other Backward Class', 'Economically Weaker Section']",Search
Bihar Shatabdi Leper Welfare Scheme,,['Social welfare & Empowerment'],"Under this scheme, financial assistance of ₹1,500/- per month is given to leprosy patients with Visible Deformities Grade-II in the state. This scheme is fully funded by the State Government.",,[],bslws,"['Leprosy Patient', 'Financial Assistance', 'Visible Deformities Grade-II']",Search
Funeral and Ex-Gratia (K.B.O.C.W.W.B),,['Social welfare & Empowerment'],"The ""Funeral and Ex-Gratia'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that provides financial assistance to the nominee of a deceased registered construction worker to cover funeral expenses and an ex-gratia payment to alleviate financial hardship.

",,[],faexgkbocwwb,"['Labour', 'Building Worker', 'Construction Worker', 'Funeral Assistance', 'Death', 'Ex-Gratia']",Search
Bihar State Alpsankhyak Awasiya Vidyalaya Yojana,,['Education & Learning'],"The objective of this scheme is to provide quality education to meritorious students from minority communities in the state and to make them mentally, physically, socially, and emotionally capable, fostering their all-round development in residential schools.",,[],bsaavy,"['Student', 'Minority Community', 'Free Education', 'Residential School']",Search
Mukhyamantri Divyangjan Vivah Protsahan Anudan Yojana,,['Social welfare & Empowerment'],The objective of this scheme is to provide social security to the disabled women/men of the state by encouraging their marriage and providing them financial assistance. This scheme is fully funded by the Government of Bihar.,,[],mdvpay,"['Marriage', 'PwD', 'Disability', 'Divyangjan', 'Vivah']",Search
Uttarakhand Widow Pension Scheme,,"['Social welfare & Empowerment', 'Women and Child']",The Department of Social Welfare of Uttarakhand provides a monthly pension to widows belonging to the BPL category.,,[],uwps,"['Uttarakhand', 'Widow', 'Financial Assistance', 'Pension']",Search
"PRISM (Promoting Innovations in Individuals, Start-ups and MSMEs): Category-1: Proof of Concept/ Prototypes/ Models",Ministry Of Science And Technology,['Business & Entrepreneurship'],"The scheme aims to support individual innovators which will enable them to achieve the agenda of inclusive development - one of the thrust areas of the XIIth five-year plan (2012-2017). The proposals shall preferably be considered in the following focus sectors: Green technology, Clean energy, etc.",,[],prism-c1-pcpm,"['MSME', 'Prototype', 'Innovation', 'Entrepreneurship', 'Research', 'Startup', 'Proposal']",Search
Permanent Disability Pension Scheme (P.B.O.C.W.W.B),,['Social welfare & Empowerment'],"The ""Permanent Disability Pension Scheme'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme that provides pension to the registered beneficiary with at least 1 year of membership with the Board who becomes fully disabled.",,[],pdpspbocwwb,"['Labour', 'Building Worker', 'Construction Worker', 'Disability Pension', 'PwD', 'Person With Disability']",Search
Widow/Abandoned/Single Woman Pension Scheme,,"['Social welfare & Empowerment', 'Women and Child']","Widow/Abandoned/Single Woman Pension Scheme of Himachal Pradesh Government aims to provide financial help to widows, abandoned women, and unmarried women shall be entitled to receive pension for a sum of Rs.1,150/-per month.",,[],wdenp,"['Widow Pension', 'Financial Assistance']",Search
